Local Health Jurisdiction,GEOID,Number children under 6 w BLL at or above 3.5 µg/dL,Percent Children under  6 w BLL at or above 3.5 µg/dL ,Total Number children under 6 w/ BLL
Los Angeles,6037480803,1,0.009090909,110
Los Angeles,6037480804,6,0.026200873,229
Los Angeles,6037480901,5,0.024038462,208
Los Angeles,6037480902,10,0.034602076,289
Los Angeles,6037480903,13,0.063414634,205
Los Angeles,6037481001,6,0.031746032,189
Los Angeles,6037481002,4,0.014705882,272
Los Angeles,6037481101,10,0.042918455,233
Los Angeles,6037481102,9,0.033210332,271
Los Angeles,6037481103,17,0.053459119,318
Los Angeles,6037481201,5,0.032894737,152
Los Angeles,6037481203,12,0.027586207,435
Los Angeles,6037481300,6,0.038461538,156
Los Angeles,6037481401,14,0.036745407,381
Los Angeles,6037481403,9,0.048128342,187
Los Angeles,6037481404,8,0.03125,256
Los Angeles,6037481500,3,0.015873016,189
Los Angeles,6037481603,6,0.026431718,227
Los Angeles,6037481604,6,0.031088083,193
Los Angeles,6037481605,6,0.040268456,149
Los Angeles,6037481606,9,0.032608696,276
Los Angeles,6037481711,18,0.040632054,443
Los Angeles,6037481712,12,0.037267081,322
Los Angeles,6037481713,6,0.028301887,212
Los Angeles,6037481714,11,0.042635659,258
Los Angeles,6037481800,0,0,93
Los Angeles,6037481901,1,0.005208333,192
Los Angeles,6037481902,2,0.014184397,141
Los Angeles,6037482001,0,0,112
Los Angeles,6037482002,4,0.010869565,368
Los Angeles,6037482101,9,0.030821918,292
Los Angeles,6037482102,3,0.018987342,158
Los Angeles,6037482201,20,0.057971014,345
Los Angeles,6037482202,27,0.055441478,487
Los Angeles,6037482301,21,0.053571429,392
Los Angeles,6037482303,24,0.060913706,394
Los Angeles,6037482304,9,0.043062201,209
Los Angeles,6037482401,13,0.061032864,213
Los Angeles,6037482403,12,0.063157895,190
Los Angeles,6037482404,5,0.026455026,189
Los Angeles,6037482502,13,0.063106796,206
Los Angeles,6037482503,4,0.019512195,205
Los Angeles,6037482521,12,0.028235294,425
Los Angeles,6037482522,4,0.014981273,267
Los Angeles,6037482600,13,0.03601108,361
Los Angeles,6037482701,5,0.021551724,232
Los Angeles,6037482702,6,0.039473684,152
Los Angeles,6037482801,4,0.019417476,206
Los Angeles,6037500100,1,0.010204082,98
Los Angeles,6037500202,1,0.011363636,88
Los Angeles,6037500203,2,0.016393443,122
Los Angeles,6037500204,3,0.047619048,63
Los Angeles,6037500300,2,0.025974026,77
Los Angeles,6037500402,8,0.028368794,282
Los Angeles,6037500403,5,0.024875622,201
Los Angeles,6037500404,6,0.02247191,267
Los Angeles,6037500500,3,0.016393443,183
Los Angeles,6037500600,4,0.011396011,351
Los Angeles,6037500700,6,0.018237082,329
Los Angeles,6037500800,6,0.019292605,311
Los Angeles,6037500900,6,0.020547945,292
Los Angeles,6037501001,2,0.010362694,193
Los Angeles,6037501002,6,0.026086957,230
Los Angeles,6037501200,1,0.004201681,238
Los Angeles,6037501301,1,0.006756757,148
Los Angeles,6037501302,3,0.015228426,197
Los Angeles,6037501400,4,0.015748031,254
Los Angeles,6037501501,1,0.011764706,85
Los Angeles,6037501503,3,0.011811024,254
Los Angeles,6037501504,0,0,164
Los Angeles,6037501600,1,0.005025126,199
Los Angeles,6037501700,6,0.049180328,122
Los Angeles,6037501802,4,0.030769231,130
Los Angeles,6037501803,5,0.015151515,330
Los Angeles,6037501804,2,0.017094017,117
Los Angeles,6037501900,0,0,193
Los Angeles,6037502003,8,0.046242775,173
Los Angeles,6037502004,6,0.021978022,273
Los Angeles,6037502005,4,0.018348624,218
Los Angeles,6037502100,3,0.012244898,245
Los Angeles,6037502200,3,0.008426966,356
Los Angeles,6037502303,7,0.013752456,509
Los Angeles,6037502401,3,0.012195122,246
Los Angeles,6037502402,6,0.025862069,232
Los Angeles,6037502500,3,0.013215859,227
Los Angeles,6037502602,3,0.014285714,210
Los Angeles,6037502603,3,0.017142857,175
Los Angeles,6037502604,0,0,194
Los Angeles,6037502700,6,0.013100437,458
Los Angeles,6037502801,3,0.00872093,344
Los Angeles,6037502901,4,0.017021277,235
Los Angeles,6037503000,8,0.01754386,456
Los Angeles,6037503103,2,0.007168459,279
Los Angeles,6037503104,1,0.005681818,176
Los Angeles,6037503105,6,0.025210084,238
Los Angeles,6037503106,3,0.014150943,212
Los Angeles,6037503201,1,0.006369427,157
Los Angeles,6037503202,2,0.00862069,232
Los Angeles,6037503301,1,0.007692308,130
Los Angeles,6037503302,11,0.027093596,406
Los Angeles,6037503401,6,0.021428571,280
Los Angeles,6037503402,3,0.015789474,190
Los Angeles,6037503501,7,0.017199017,407
Los Angeles,6037503502,2,0.008658009,231
Los Angeles,6037503601,2,0.010050251,199
Los Angeles,6037503602,0,0,123
Los Angeles,6037503701,2,0.008849558,226
Los Angeles,6037503702,4,0.01509434,265
Los Angeles,6037503704,1,0.00990099,101
Los Angeles,6037503705,1,0.011235955,89
Los Angeles,6037503801,4,0.022346369,179
Los Angeles,6037503802,2,0.01,200
Los Angeles,6037503901,0,0,154
Los Angeles,6037503902,3,0.012765957,235
Los Angeles,6037504001,3,0.018987342,158
Los Angeles,6037504002,2,0.006849315,292
Los Angeles,6037504101,7,0.022875817,306
Los Angeles,6037504200,4,0.010178117,393
Los Angeles,6037530005,2,0.011976048,167
Los Angeles,6037530006,6,0.033333333,180
Los Angeles,6037530007,4,0.013888889,288
Los Angeles,6037530101,9,0.031578947,285
Los Angeles,6037530102,4,0.018348624,218
Los Angeles,6037530202,5,0.02617801,191
Los Angeles,6037530203,5,0.023474178,213
Los Angeles,6037530204,2,0.01242236,161
Los Angeles,6037530301,3,0.02173913,138
Los Angeles,6037530302,12,0.029126214,412
Los Angeles,6037530400,6,0.032786885,183
Los Angeles,6037530500,12,0.038461538,312
Los Angeles,6037530603,5,0.016835017,297
Los Angeles,6037530700,2,0.012269939,163
Los Angeles,6037530801,15,0.036319613,413
Los Angeles,6037530802,7,0.030434783,230
Los Angeles,6037530901,12,0.045801527,262
Los Angeles,6037530902,11,0.047619048,231
Los Angeles,6037531000,8,0.021621622,370
Los Angeles,6037531101,10,0.031347962,319
Los Angeles,6037531102,12,0.044280443,271
Los Angeles,6037531201,16,0.042105263,380
Los Angeles,6037531202,14,0.038251366,366
Los Angeles,6037531301,13,0.030805687,422
Los Angeles,6037531302,21,0.042253521,497
Los Angeles,6037531502,10,0.038610039,259
Los Angeles,6037531503,9,0.036144578,249
Los Angeles,6037531504,6,0.02020202,297
Los Angeles,6037531602,10,0.035211268,284
Los Angeles,6037531603,8,0.035087719,228
Los Angeles,6037531604,8,0.033057851,242
Los Angeles,6037531701,7,0.021341463,328
Los Angeles,6037531702,6,0.020979021,286
Los Angeles,6037531800,8,0.022792023,351
Los Angeles,6037531901,12,0.02690583,446
Los Angeles,6037531902,3,0.011857708,253
Los Angeles,6037532001,4,0.026315789,152
Los Angeles,6037532002,3,0.013824885,217
Los Angeles,6037532101,6,0.015424165,389
Los Angeles,6037532102,3,0.012396694,242
Los Angeles,6037532200,8,0.017204301,465
Los Angeles,6037532302,5,0.021097046,237
Los Angeles,6037532303,4,0.020725389,193
Los Angeles,6037532304,1,0.005681818,176
Los Angeles,6037532500,11,0.042801556,257
Los Angeles,6037532605,6,0.025751073,233
Los Angeles,6037532606,13,0.049242424,264
Los Angeles,6037532607,8,0.01793722,446
Los Angeles,6037532700,14,0.04375,320
Los Angeles,6037532800,18,0.040632054,443
Los Angeles,6037532900,30,0.044313146,677
Los Angeles,6037533001,15,0.038560411,389
Los Angeles,6037533002,10,0.039370079,254
Los Angeles,6037533103,16,0.053333333,300
Los Angeles,6037533104,8,0.02259887,354
Los Angeles,6037533105,6,0.032258065,186
Los Angeles,6037533108,8,0.020100503,398
Los Angeles,6037533201,8,0.043010753,186
Los Angeles,6037533204,8,0.026058632,307
Los Angeles,6037533300,5,0.022123894,226
Los Angeles,6037533401,4,0.011111111,360
Los Angeles,6037533402,13,0.058035714,224
Los Angeles,6037533403,6,0.032608696,184
Los Angeles,6037533501,3,0.014084507,213
Los Angeles,6037533504,4,0.015810277,253
Los Angeles,6037533601,10,0.034965035,286
Los Angeles,6037533602,12,0.032520325,369
Los Angeles,6037533603,10,0.023419204,427
Los Angeles,6037533701,2,0.010416667,192
Los Angeles,6037533702,6,0.027027027,222
Los Angeles,6037533703,18,0.067669173,266
Los Angeles,6037533803,6,0.012847966,467
Los Angeles,6037533804,8,0.027586207,290
Los Angeles,6037533805,4,0.013888889,288
Los Angeles,6037533806,5,0.01650165,303
Los Angeles,6037533901,4,0.011869436,337
Los Angeles,6037533902,3,0.014018692,214
Los Angeles,6037534001,7,0.023972603,292
Los Angeles,6037534002,1,0.004694836,213
Los Angeles,6037534101,4,0.042553191,94
Los Angeles,6037534102,6,0.025210084,238
Los Angeles,6037534201,3,0.013888889,216
Los Angeles,6037534202,3,0.010638298,282
Los Angeles,6037534203,1,0.006060606,165
Los Angeles,6037534301,7,0.026415094,265
Los Angeles,6037534302,2,0.011235955,178
Los Angeles,6037534403,1,0.005154639,194
Los Angeles,6037534404,3,0.015706806,191
Los Angeles,6037534405,4,0.016806723,238
Los Angeles,6037534406,5,0.024509804,204
Los Angeles,6037534501,5,0.013850416,361
Los Angeles,6037534502,8,0.029739777,269
Los Angeles,6037534700,5,0.015015015,333
Los Angeles,6037534802,2,0.00990099,202
Los Angeles,6037534803,12,0.03030303,396
Los Angeles,6037534804,6,0.020547945,292
Los Angeles,6037534900,14,0.028571429,490
Los Angeles,6037535001,11,0.027707809,397
Los Angeles,6037535002,7,0.023489933,298
Los Angeles,6037535101,15,0.021186441,708
Los Angeles,6037535102,21,0.046153846,455
Los Angeles,6037535200,19,0.031353135,606
Los Angeles,6037535300,9,0.015957447,564
Los Angeles,6037535400,15,0.038461538,390
Los Angeles,6037535501,5,0.018587361,269
Los Angeles,6037535502,4,0.01242236,322
Los Angeles,6037535503,3,0.020689655,145
Los Angeles,6037535603,6,0.020477816,293
Los Angeles,6037535604,9,0.026865672,335
Los Angeles,6037535605,5,0.017123288,292
Los Angeles,6037535606,4,0.034782609,115
Los Angeles,6037535607,6,0.016949153,354
Los Angeles,6037535701,8,0.020253165,395
Los Angeles,6037535702,8,0.018779343,426
Los Angeles,6037535802,9,0.017578125,512
Los Angeles,6037535803,7,0.021084337,332
Los Angeles,6037535804,5,0.012658228,395
Los Angeles,6037535901,1,0.002409639,415
Los Angeles,6037535902,6,0.014251781,421
Los Angeles,6037536000,8,0.03030303,264
Los Angeles,6037536102,1,0.005952381,168
Los Angeles,6037536103,6,0.014778325,406
Los Angeles,6037536104,2,0.006688963,299
Los Angeles,6037536201,3,0.012711864,236
Los Angeles,6037536202,2,0.007692308,260
Los Angeles,6037540000,10,0.02,500
Los Angeles,6037540101,7,0.014256619,491
Los Angeles,6037540102,10,0.021186441,472
Los Angeles,6037540201,3,0.017647059,170
Los Angeles,6037540202,11,0.021400778,514
Los Angeles,6037540203,3,0.006382979,470
Los Angeles,6037540300,8,0.017353579,461
Los Angeles,6037540400,4,0.01980198,202
Los Angeles,6037540501,7,0.016431925,426
Los Angeles,6037540502,4,0.00776699,515
Los Angeles,6037540600,4,0.009779951,409
Los Angeles,6037540700,9,0.030100334,299
Los Angeles,6037540800,7,0.016129032,434
Los Angeles,6037540901,9,0.025139665,358
Los Angeles,6037540902,3,0.010989011,273
Los Angeles,6037541003,2,0.009803922,204
Los Angeles,6037541100,8,0.030888031,259
Los Angeles,6037541200,8,0.021333333,375
Los Angeles,6037541300,8,0.017094017,468
Los Angeles,6037541401,18,0.045454545,396
Los Angeles,6037541402,3,0.008902077,337
Los Angeles,6037541500,11,0.020676692,532
Los Angeles,6037541603,6,0.021582734,278
Los Angeles,6037541604,10,0.017667845,566
Los Angeles,6037541605,9,0.02027027,444
Los Angeles,6037541606,2,0.00896861,223
Los Angeles,6037541700,5,0.010080645,496
Los Angeles,6037541801,3,0.006666667,450
Los Angeles,6037541802,0,0,401
Los Angeles,6037542000,5,0.011160714,448
Los Angeles,6037542103,7,0.018181818,385
Los Angeles,6037542104,2,0.006430868,311
Los Angeles,6037542105,8,0.014787431,541
Los Angeles,6037542106,9,0.026785714,336
Los Angeles,6037542200,10,0.015600624,641
Los Angeles,6037542401,13,0.030660377,424
Los Angeles,6037542402,4,0.017857143,224
Los Angeles,6037542501,3,0.010909091,275
Los Angeles,6037542502,15,0.037783375,397
Los Angeles,6037542601,5,0.016447368,304
Los Angeles,6037542602,18,0.036809816,489
Los Angeles,6037542700,13,0.024029575,541
Los Angeles,6037542800,3,0.011278195,266
Los Angeles,6037542900,1,0.00390625,256
Los Angeles,6037543000,10,0.028571429,350
Los Angeles,6037543100,6,0.012048193,498
Los Angeles,6037543201,10,0.03030303,330
Los Angeles,6037543203,12,0.028037383,428
Los Angeles,6037543304,4,0.01980198,202
Los Angeles,6037543305,1,0.00621118,161
Los Angeles,6037543306,6,0.02189781,274
Los Angeles,6037543321,3,0.019230769,156
Los Angeles,6037543322,1,0.003831418,261
Los Angeles,6037543400,3,0.014634146,205
Los Angeles,6037543501,0,0,259
Los Angeles,6037543502,2,0.013157895,152
Los Angeles,6037543503,0,0,187
Los Angeles,6037543601,2,0.016,125
Los Angeles,6037543603,1,0.016129032,62
Los Angeles,6037543605,0,0,102
Los Angeles,6037543606,0,0,104
Los Angeles,6037543607,0,0,186
Los Angeles,6037543701,1,0.006993007,143
Los Angeles,6037543703,2,0.019607843,102
Los Angeles,6037543704,1,0.006993007,143
Los Angeles,6037543705,1,0.007407407,135
Los Angeles,6037543801,2,0.011428571,175
Los Angeles,6037543803,1,0.00462963,216
Los Angeles,6037543804,2,0.016528926,121
Los Angeles,6037543903,2,0.012121212,165
Los Angeles,6037543905,3,0.011235955,267
Los Angeles,6037544001,0,0,256
Los Angeles,6037544002,1,0.005780347,173
Los Angeles,6037550101,3,0.011673152,257
Los Angeles,6037550201,1,0.004807692,208
Los Angeles,6037550202,1,0.00257732,388
Los Angeles,6037550301,3,0.010989011,273
Los Angeles,6037550501,3,0.014492754,207
Los Angeles,6037550502,1,0.005681818,176
Los Angeles,6037550601,8,0.020512821,390
Los Angeles,6037550602,1,0.004291845,233
Los Angeles,6037550700,1,0.002469136,405
Los Angeles,6037550801,0,0,223
Los Angeles,6037550802,2,0.018867925,106
Los Angeles,6037550901,3,0.01010101,297
Los Angeles,6037550902,2,0.006802721,294
Los Angeles,6037551001,0,0,221
Los Angeles,6037551002,2,0.009433962,212
Los Angeles,6037551101,3,0.011152416,269
Los Angeles,6037551102,5,0.014577259,343
Los Angeles,6037551201,0,0,180
Los Angeles,6037551203,5,0.020576132,243
Los Angeles,6037551204,1,0.004761905,210
Los Angeles,6037551300,1,0.003731343,268
Los Angeles,6037551401,1,0.003378378,296
Los Angeles,6037551402,0,0,236
Los Angeles,6037551501,2,0.008097166,247
Los Angeles,6037551502,1,0.004115226,243
Los Angeles,6037551700,8,0.020833333,384
Los Angeles,6037551801,1,0.004761905,210
Los Angeles,6037551802,2,0.01010101,198
Los Angeles,6037551900,3,0.00931677,322
Los Angeles,6037552001,2,0.007352941,272
Los Angeles,6037552002,1,0.005050505,198
Los Angeles,6037552100,1,0.002358491,424
Los Angeles,6037552200,3,0.005882353,510
Los Angeles,6037552301,4,0.016129032,248
Los Angeles,6037552302,1,0.004291845,233
Los Angeles,6037552400,1,0.0041841,239
Los Angeles,6037552601,3,0.00660793,454
Los Angeles,6037552602,0,0,256
Los Angeles,6037552700,6,0.01171875,512
Los Angeles,6037552800,3,0.00729927,411
Los Angeles,6037552900,11,0.022821577,482
Los Angeles,6037553000,2,0.006920415,289
Los Angeles,6037553100,4,0.012158055,329
Los Angeles,6037553201,3,0.015306122,196
Los Angeles,6037553202,3,0.013761468,218
Los Angeles,6037553300,6,0.034883721,172
Los Angeles,6037553400,1,0.003875969,258
Los Angeles,6037553502,1,0.004048583,247
Los Angeles,6037553503,1,0.006289308,159
Los Angeles,6037553504,3,0.007712082,389
Los Angeles,6037553601,3,0.008645533,347
Los Angeles,6037553602,1,0.003521127,284
Los Angeles,6037553701,1,0.004444444,225
Los Angeles,6037553702,2,0.005763689,347
Los Angeles,6037553801,1,0.004608295,217
Los Angeles,6037553802,2,0.005509642,363
Los Angeles,6037553901,2,0.006042296,331
Los Angeles,6037553902,2,0.006557377,305
Los Angeles,6037554001,3,0.011111111,270
Los Angeles,6037554002,2,0.00623053,321
Los Angeles,6037554101,1,0.003496503,286
Los Angeles,6037554105,2,0.007968127,251
Los Angeles,6037554106,3,0.012931034,232
Los Angeles,6037554201,3,0.014150943,212
Los Angeles,6037554203,3,0.014563107,206
Los Angeles,6037554204,2,0.008474576,236
Los Angeles,6037554301,2,0.010695187,187
Los Angeles,6037554302,1,0.004694836,213
Los Angeles,6037554403,2,0.007936508,252
Los Angeles,6037554404,1,0.005649718,177
Los Angeles,6037554405,2,0.012658228,158
Los Angeles,6037554406,0,0,206
Los Angeles,6037554511,3,0.022900763,131
Los Angeles,6037554512,2,0.01010101,198
Los Angeles,6037554513,0,0,77
Los Angeles,6037554514,1,0.006369427,157
Los Angeles,6037554515,2,0.014814815,135
Los Angeles,6037554516,1,0.008547009,117
Los Angeles,6037554517,0,0,136
Los Angeles,6037554518,0,0,145
Los Angeles,6037554519,0,0,103
Los Angeles,6037554521,8,0.033195021,241
Los Angeles,6037554522,0,0,188
Los Angeles,6037554600,2,0.007633588,262
Los Angeles,6037554700,1,0.002967359,337
Los Angeles,6037554801,2,0.009302326,215
Los Angeles,6037554802,7,0.026119403,268
Los Angeles,6037554900,2,0.005319149,376
Los Angeles,6037555001,5,0.017123288,292
Los Angeles,6037555002,2,0.009852217,203
Los Angeles,6037555105,4,0.010989011,364
Los Angeles,6037555106,0,0,216
Los Angeles,6037555107,2,0.007905138,253
Long Beach,6037555202,1,0.008403361,119
Los Angeles,6037555211,1,0.002375297,421
Los Angeles,6037555212,5,0.014245014,351
Los Angeles,6037555300,1,0.004255319,235
Los Angeles,6037570001,3,0.016949153,177
Los Angeles,6037570002,1,0.007352941,136
Los Angeles,6037570003,1,0.004,250
Long Beach,6037570100,1,0.006993007,143
Long Beach,6037570202,7,0.014705882,476
Long Beach,6037570203,3,0.008152174,368
Long Beach,6037570204,1,0.004444444,225
Long Beach,6037570303,3,0.010909091,275
Long Beach,6037570304,6,0.017142857,350
Long Beach,6037570305,1,0.003095975,323
Long Beach,6037570306,2,0.010152284,197
Long Beach,6037570402,6,0.03030303,198
Long Beach,6037570403,3,0.00872093,344
Long Beach,6037570404,9,0.039130435,230
Long Beach,6037570502,5,0.012626263,396
Long Beach,6037570503,4,0.017777778,225
Long Beach,6037570504,5,0.02016129,248
Long Beach,6037570601,2,0.005405405,370
Long Beach,6037570602,3,0.007894737,380
Long Beach,6037570603,7,0.018766756,373
Los Angeles,6037570701,1,0.003267974,306
Los Angeles,6037570703,2,0.015267176,131
Los Angeles,6037570800,1,0.003968254,252
Los Angeles,6037570901,1,0.004484305,223
Los Angeles,6037570902,1,0.006329114,158
Los Angeles,6037571000,2,0.009090909,220
Los Angeles,6037571101,1,0.006289308,159
Los Angeles,6037571102,0,0,135
Long Beach,6037571201,1,0.010869565,92
Long Beach,6037571202,2,0.01242236,161
Los Angeles,6037571300,1,0.004901961,204
Los Angeles,6037571400,3,0.012195122,246
Long Beach,6037571502,3,0.010638298,282
Long Beach,6037571504,1,0.004405286,227
Long Beach,6037571505,3,0.022727273,132
Long Beach,6037571600,1,0.006849315,146
Long Beach,6037571701,7,0.01758794,398
Long Beach,6037571703,4,0.018957346,211
Long Beach,6037571704,0,0,288
Long Beach,6037571800,2,0.01980198,101
Long Beach,6037571900,1,0.004739336,211
Long Beach,6037572001,3,0.013888889,216
Long Beach,6037572201,2,0.008695652,230
Long Beach,6037572202,3,0.016759777,179
Long Beach,6037572301,3,0.011673152,257
Long Beach,6037572500,3,0.015957447,188
Long Beach,6037572600,8,0.025889968,309
Long Beach,6037572700,8,0.027681661,289
