Local Health Jurisdiction,GEOID,Number children under 6 w BLL at or above 3.5 µg/dL,Percent Children under  6 w BLL at or above 3.5 µg/dL ,Total Number children under 6 w/ BLL
San Francisco,6075030302,1,0.00862069,116
San Francisco,6075030400,4,0.027777778,144
San Francisco,6075030500,0,0,72
San Francisco,6075030600,1,0.012658228,79
San Francisco,6075030700,5,0.021367521,234
San Francisco,6075030800,1,0.00617284,162
San Francisco,6075030900,4,0.023952096,167
San Francisco,6075031000,4,0.03960396,101
San Francisco,6075031100,1,0.003937008,254
San Francisco,6075031201,3,0.012987013,231
San Francisco,6075031202,2,0.011904762,168
San Francisco,6075031301,2,0.024390244,82
San Francisco,6075031302,4,0.019704433,203
San Francisco,6075031401,0,0,154
San Francisco,6075031402,5,0.021459227,233
San Francisco,6075032601,3,0.019607843,153
San Francisco,6075032602,7,0.051851852,135
San Francisco,6075032700,8,0.037735849,212
San Francisco,6075032801,0,0,116
San Francisco,6075032802,2,0.014925373,134
San Francisco,6075032901,0,0,161
San Francisco,6075032902,5,0.043478261,115
San Francisco,6075033001,1,0.00952381,105
San Francisco,6075033002,1,0.010309278,97
San Francisco,6075033100,2,0.02247191,89
San Francisco,6075033201,0,0,13
San Francisco,6075033203,2,0.01754386,114
San Francisco,6075033204,1,0.012987013,77
San Francisco,6075035101,5,0.04,125
San Francisco,6075035102,3,0.024590164,122
San Francisco,6075035201,3,0.016216216,185
San Francisco,6075035202,3,0.01910828,157
San Francisco,6075035300,6,0.02173913,276
San Francisco,6075035400,4,0.017777778,225
San Francisco,6075040100,5,0.040650407,123
San Francisco,6075040200,12,0.064516129,186
San Francisco,6075042601,3,0.023622047,127
San Francisco,6075042602,2,0.015151515,132
San Francisco,6075042700,4,0.024539877,163
San Francisco,6075042800,5,0.075757576,66
San Francisco,6075045100,12,0.066298343,181
San Francisco,6075045201,6,0.074074074,81
San Francisco,6075045202,2,0.020618557,97
San Francisco,6075047600,11,0.059782609,184
San Francisco,6075047701,2,0.014705882,136
San Francisco,6075047702,4,0.034482759,116
San Francisco,6075047801,3,0.019607843,153
San Francisco,6075047802,0,0,121
San Francisco,6075047902,4,0.040816327,98
San Francisco,6075047903,3,0.027522936,109
San Francisco,6075047904,4,0.045977011,87
San Francisco,6075060100,10,0.074074074,135
San Francisco,6075060400,0,0,37
San Francisco,6075060502,3,0.02173913,138
San Francisco,6075060701,2,0.004395604,455
San Francisco,6075060702,2,0.023809524,84
San Francisco,6075060703,0,0,175
San Francisco,6075061000,5,0.021834061,229
San Francisco,6075061101,4,0.051948052,77
San Francisco,6075061102,2,0.02,100
San Francisco,6075061200,15,0.043352601,346
San Francisco,6075061401,3,0.024793388,121
San Francisco,6075061402,0,0,98
San Francisco,6075061501,0,0,44
San Francisco,6075061502,1,0.015873016,63
San Francisco,6075061503,5,0.049019608,102
San Francisco,6075061504,2,0.038461538,52
San Francisco,6075061505,0,0,35
San Francisco,6075061506,2,0.016666667,120
San Francisco,6075061507,3,0.048387097,62
San Francisco,6075061508,1,0.015873016,63
San Francisco,6075980200,0,0,0
San Francisco,6075980300,0,0,0
San Francisco,6075980401,0,0,0
San Francisco,6075980501,1,1,1
San Francisco,6075980600,0,0,66
San Francisco,6075980900,1,0.021276596,47
San Joaquin,6077000101,23,0.105022831,219
San Joaquin,6077000102,8,0.047058824,170
San Joaquin,6077000300,5,0.022123894,226
San Joaquin,6077000401,10,0.05952381,168
San Joaquin,6077000402,18,0.046511628,387
San Joaquin,6077000500,28,0.082111437,341
San Joaquin,6077000600,21,0.088235294,238
San Joaquin,6077000700,33,0.056896552,580
San Joaquin,6077000802,5,0.028089888,178
San Joaquin,6077000803,4,0.008658009,462
San Joaquin,6077000900,14,0.026923077,520
San Joaquin,6077001000,5,0.015432099,324
San Joaquin,6077001101,1,0.003174603,315
San Joaquin,6077001102,3,0.0078125,384
San Joaquin,6077001200,6,0.048387097,124
San Joaquin,6077001300,12,0.033994334,353
San Joaquin,6077001400,3,0.011904762,252
San Joaquin,6077001501,7,0.013539652,517
San Joaquin,6077001502,10,0.023041475,434
San Joaquin,6077001600,11,0.045833333,240
San Joaquin,6077001700,15,0.037220844,403
San Joaquin,6077001800,7,0.018041237,388
San Joaquin,6077001900,28,0.042488619,659
San Joaquin,6077002000,11,0.028423773,387
San Joaquin,6077002100,13,0.020967742,620
San Joaquin,6077002201,3,0.009615385,312
San Joaquin,6077002202,14,0.027027027,518
San Joaquin,6077002300,27,0.059080963,457
San Joaquin,6077002401,12,0.024539877,489
San Joaquin,6077002402,2,0.009433962,212
San Joaquin,6077002503,2,0.018691589,107
San Joaquin,6077002504,2,0.005813953,344
San Joaquin,6077002701,9,0.012857143,700
San Joaquin,6077002702,7,0.01703163,411
San Joaquin,6077002800,10,0.016366612,611
San Joaquin,6077003106,4,0.032,125
San Joaquin,6077003108,1,0.006060606,165
San Joaquin,6077003109,0,0,254
San Joaquin,6077003110,2,0.008230453,243
San Joaquin,6077003111,1,0.005291005,189
San Joaquin,6077003112,4,0.036036036,111
San Joaquin,6077003115,0,0,176
San Joaquin,6077003116,5,0.016891892,296
San Joaquin,6077003117,0,0,63
San Joaquin,6077003118,0,0,59
San Joaquin,6077003119,0,0,90
San Joaquin,6077003203,0,0,127
San Joaquin,6077003205,3,0.016853933,178
San Joaquin,6077003209,1,0.005376344,186
San Joaquin,6077003210,0,0,117
San Joaquin,6077003213,6,0.027777778,216
San Joaquin,6077003214,0,0,124
San Joaquin,6077003215,3,0.019480519,154
San Joaquin,6077003216,0,0,157
San Joaquin,6077003217,0,0,170
San Joaquin,6077003218,2,0.010309278,194
San Joaquin,6077003219,3,0.008333333,360
San Joaquin,6077003305,5,0.017064846,293
San Joaquin,6077003306,12,0.034582133,347
San Joaquin,6077003307,9,0.025568182,352
San Joaquin,6077003308,1,0.006993007,143
San Joaquin,6077003310,2,0.006430868,311
San Joaquin,6077003311,8,0.027681661,289
San Joaquin,6077003312,7,0.019607843,357
San Joaquin,6077003313,0,0,149
San Joaquin,6077003403,7,0.01703163,411
San Joaquin,6077003404,7,0.013916501,503
San Joaquin,6077003405,8,0.023255814,344
San Joaquin,6077003406,2,0.007407407,270
San Joaquin,6077003407,1,0.004784689,209
San Joaquin,6077003409,3,0.008356546,359
San Joaquin,6077003410,10,0.02016129,496
San Joaquin,6077003501,0,0,77
San Joaquin,6077003502,2,0.0125,160
San Joaquin,6077003503,4,0.005847953,684
San Joaquin,6077003504,9,0.014376997,626
San Joaquin,6077003601,3,0.0234375,128
San Joaquin,6077003602,0,0,151
San Joaquin,6077003700,7,0.021276596,329
San Joaquin,6077003803,5,0.021276596,235
San Joaquin,6077003804,6,0.013636364,440
San Joaquin,6077003805,1,0.004016064,249
San Joaquin,6077003806,2,0.007604563,263
San Joaquin,6077003807,2,0.015873016,126
San Joaquin,6077003808,4,0.014134276,283
San Joaquin,6077003900,1,0.02,50
San Joaquin,6077004001,0,0,34
San Joaquin,6077004003,4,0.021164021,189
San Joaquin,6077004004,1,0.004048583,247
San Joaquin,6077004104,0,0,71
San Joaquin,6077004105,0,0,107
San Joaquin,6077004106,0,0,44
San Joaquin,6077004107,3,0.024193548,124
San Joaquin,6077004108,9,0.018518519,486
San Joaquin,6077004202,0,0,16
San Joaquin,6077004203,3,0.016666667,180
San Joaquin,6077004204,3,0.047619048,63
San Joaquin,6077004205,0,0,114
San Joaquin,6077004206,1,0.010526316,95
San Joaquin,6077004302,5,0.018867925,265
San Joaquin,6077004305,2,0.010526316,190
San Joaquin,6077004307,8,0.051282051,156
San Joaquin,6077004308,4,0.017467249,229
San Joaquin,6077004309,0,0,62
San Joaquin,6077004310,0,0,51
San Joaquin,6077004402,6,0.025210084,238
San Joaquin,6077004403,24,0.055045872,436
San Joaquin,6077004404,20,0.060790274,329
San Joaquin,6077004501,7,0.058823529,119
San Joaquin,6077004502,27,0.064133017,421
San Joaquin,6077004600,0,0,132
San Joaquin,6077004701,0,0,49
San Joaquin,6077004703,1,0.013888889,72
San Joaquin,6077004704,1,0.007518797,133
San Joaquin,6077004800,0,0,163
San Joaquin,6077004903,1,0.013513514,74
San Joaquin,6077004904,1,0.006944444,144
San Joaquin,6077004905,2,0.025641026,78
San Joaquin,6077004906,0,0,65
San Joaquin,6077005001,2,0.01242236,161
San Joaquin,6077005003,0,0,138
San Joaquin,6077005004,2,0.014388489,139
San Joaquin,6077005106,2,0.003257329,614
San Joaquin,6077005108,4,0.01384083,289
San Joaquin,6077005109,4,0.015686275,255
San Joaquin,6077005119,5,0.010729614,466
San Joaquin,6077005122,6,0.017647059,340
San Joaquin,6077005123,0,0,197
San Joaquin,6077005124,1,0.005102041,196
San Joaquin,6077005125,0,0,67
San Joaquin,6077005126,2,0.008547009,234
San Joaquin,6077005127,2,0.006802721,294
San Joaquin,6077005129,3,0.013392857,224
San Joaquin,6077005130,0,0,218
San Joaquin,6077005131,2,0.012987013,154
San Joaquin,6077005132,4,0.019138756,209
San Joaquin,6077005133,0,0,228
San Joaquin,6077005134,0,0,173
San Joaquin,6077005135,3,0.013452915,223
San Joaquin,6077005136,0,0,116
San Joaquin,6077005137,1,0.0025,400
San Joaquin,6077005138,0,0,152
San Joaquin,6077005139,0,0,122
San Joaquin,6077005140,1,0.004545455,220
San Joaquin,6077005141,0,0,134
San Joaquin,6077005208,3,0.015706806,191
San Joaquin,6077005211,4,0.013422819,298
San Joaquin,6077005212,7,0.022151899,316
San Joaquin,6077005213,1,0.008474576,118
San Joaquin,6077005214,3,0.008356546,359
San Joaquin,6077005215,0,0,109
San Joaquin,6077005216,2,0.009852217,203
San Joaquin,6077005217,0,0,111
San Joaquin,6077005218,0,0,158
San Joaquin,6077005219,2,0.012269939,163
San Joaquin,6077005220,0,0,115
San Joaquin,6077005221,8,0.031746032,252
San Joaquin,6077005222,4,0.028169014,142
San Joaquin,6077005223,23,0.058375635,394
San Joaquin,6077005224,1,0.006410256,156
San Joaquin,6077005225,2,0.016129032,124
San Joaquin,6077005303,17,0.048022599,354
San Joaquin,6077005307,8,0.041666667,192
San Joaquin,6077005308,2,0.008583691,233
San Joaquin,6077005309,0,0,204
San Joaquin,6077005310,1,0.003937008,254
San Joaquin,6077005311,10,0.048309179,207
San Joaquin,6077005312,6,0.033149171,181
San Joaquin,6077005403,3,0.011406844,263
San Joaquin,6077005405,3,0.014563107,206
San Joaquin,6077005406,2,0.011764706,170
San Joaquin,6077005502,3,0.022222222,135
San Joaquin,6077005503,0,0,42
San Joaquin,6077980000,0,0,0
San Luis Obispo,6079010016,12,0.071856287,167
San Luis Obispo,6079010017,4,0.090909091,44
San Luis Obispo,6079010101,0,0,35
San Luis Obispo,6079010103,6,0.049180328,122
San Luis Obispo,6079010104,8,0.045714286,175
San Luis Obispo,6079010202,7,0.044303797,158
San Luis Obispo,6079010204,6,0.036144578,166
San Luis Obispo,6079010205,5,0.037313433,134
San Luis Obispo,6079010206,1,0.022727273,44
San Luis Obispo,6079010207,1,0.015873016,63
San Luis Obispo,6079010301,2,0.033898305,59
San Luis Obispo,6079010302,1,0.028571429,35
San Luis Obispo,6079010303,2,0.04,50
San Luis Obispo,6079010403,2,0.045454545,44
San Luis Obispo,6079010404,2,0.044444444,45
San Luis Obispo,6079010504,0,0,19
San Luis Obispo,6079010505,1,0.018181818,55
San Luis Obispo,6079010506,1,0.043478261,23
San Luis Obispo,6079010602,4,0.085106383,47
San Luis Obispo,6079010603,1,0.047619048,21
San Luis Obispo,6079010701,2,0.034482759,58
San Luis Obispo,6079010703,1,0.0125,80
San Luis Obispo,6079010707,2,0.03030303,66
San Luis Obispo,6079010902,0,0,14
San Luis Obispo,6079010903,0,0,2
San Luis Obispo,6079010904,0,0,0
San Luis Obispo,6079011001,2,0.032786885,61
San Luis Obispo,6079011002,2,0.071428571,28
San Luis Obispo,6079011101,8,0.133333333,60
San Luis Obispo,6079011103,0,0,54
San Luis Obispo,6079011104,2,0.133333333,15
San Luis Obispo,6079011105,0,0,36
San Luis Obispo,6079011201,0,0,25
San Luis Obispo,6079011202,1,0.083333333,12
San Luis Obispo,6079011300,6,0.056603774,106
San Luis Obispo,6079011400,0,0,0
San Luis Obispo,6079011501,1,0.041666667,24
San Luis Obispo,6079011505,0,0,25
San Luis Obispo,6079011600,2,0.064516129,31
San Luis Obispo,6079011704,3,0.085714286,35
San Luis Obispo,6079011705,0,0,7
San Luis Obispo,6079011706,0,0,20
San Luis Obispo,6079011800,1,0.021276596,47
San Luis Obispo,6079011901,1,0.021276596,47
San Luis Obispo,6079011903,0,0,23
San Luis Obispo,6079011904,1,0.004672897,214
San Luis Obispo,6079012001,0,0,59
San Luis Obispo,6079012002,0,0,112
San Luis Obispo,6079012102,3,0.021428571,140
San Luis Obispo,6079012201,6,0.052173913,115
San Luis Obispo,6079012202,1,0.006802721,147
San Luis Obispo,6079012302,2,0.033333333,60
San Luis Obispo,6079012305,4,0.045977011,87
San Luis Obispo,6079012306,0,0,91
San Luis Obispo,6079012403,3,0.022222222,135
San Luis Obispo,6079012404,4,0.016806723,238
San Luis Obispo,6079012405,4,0.026845638,149
San Luis Obispo,6079012406,6,0.028037383,214
San Luis Obispo,6079012502,4,0.036363636,110
San Luis Obispo,6079012503,2,0.018348624,109
San Luis Obispo,6079012505,1,0.019607843,51
San Luis Obispo,6079012601,4,0.051948052,77
San Luis Obispo,6079012602,0,0,17
San Luis Obispo,6079012705,0,0,48
San Luis Obispo,6079012706,1,0.058823529,17
San Luis Obispo,6079012707,0,0,37
San Luis Obispo,6079012708,1,0.090909091,11
San Luis Obispo,6079013000,4,0.083333333,48
San Luis Obispo,6079013100,3,0.029411765,102
San Mateo,6081600100,3,0.023255814,129
San Mateo,6081600200,1,0.007462687,134
San Mateo,6081600300,0,0,119
San Mateo,6081600401,0,0,95
San Mateo,6081600402,4,0.023529412,170
San Mateo,6081600501,3,0.020134228,149
San Mateo,6081600502,1,0.009174312,109
San Mateo,6081600600,11,0.047619048,231
San Mateo,6081600701,9,0.058064516,155
San Mateo,6081600702,4,0.055555556,72
San Mateo,6081600800,6,0.01986755,302
San Mateo,6081600900,1,0.01,100
San Mateo,6081601000,1,0.005208333,192
San Mateo,6081601100,0,0,137
San Mateo,6081601200,4,0.021164021,189
San Mateo,6081601301,5,0.037313433,134
San Mateo,6081601302,4,0.021052632,190
San Mateo,6081601400,2,0.008403361,238
San Mateo,6081601501,2,0.013333333,150
San Mateo,6081601502,5,0.027027027,185
San Mateo,6081601601,0,0,42
San Mateo,6081601603,1,0.006993007,143
San Mateo,6081601604,2,0.036363636,55
San Mateo,6081601605,0,0,174
San Mateo,6081601700,2,0.020833333,96
San Mateo,6081601800,2,0.012578616,159
San Mateo,6081601901,2,0.017241379,116
San Mateo,6081601902,3,0.015228426,197
San Mateo,6081602001,3,0.031578947,95
San Mateo,6081602002,0,0,73
San Mateo,6081602100,5,0.036231884,138
San Mateo,6081602201,7,0.043209877,162
San Mateo,6081602202,10,0.078740157,127
San Mateo,6081602300,3,0.02173913,138
San Mateo,6081602400,4,0.026845638,149
San Mateo,6081602500,0,0,102
San Mateo,6081602601,3,0.028037383,107
San Mateo,6081602602,0,0,92
San Mateo,6081602700,1,0.006578947,152
San Mateo,6081602800,1,0.011904762,84
San Mateo,6081602900,3,0.038461538,78
San Mateo,6081603000,1,0.015151515,66
San Mateo,6081603100,0,0,66
San Mateo,6081603200,0,0,82
San Mateo,6081603300,3,0.029411765,102
San Mateo,6081603400,0,0,72
San Mateo,6081603700,0,0,111
San Mateo,6081603801,0,0,0
San Mateo,6081603802,0,0,114
San Mateo,6081603900,1,0.007575758,132
San Mateo,6081604000,1,0.016666667,60
San Mateo,6081604102,0,0,52
San Mateo,6081604103,1,0.005681818,176
San Mateo,6081604104,3,0.024390244,123
San Mateo,6081604200,8,0.049382716,162
San Mateo,6081604400,2,0.014184397,141
San Mateo,6081604500,0,0,41
San Mateo,6081604600,0,0,32
San Mateo,6081604700,0,0,47
San Mateo,6081604800,2,0.018518519,108
San Mateo,6081604900,0,0,46
San Mateo,6081605000,3,0.035294118,85
San Mateo,6081605100,2,0.035087719,57
San Mateo,6081605200,2,0.05,40
San Mateo,6081605300,0,0,72
San Mateo,6081605400,1,0.007692308,130
San Mateo,6081605501,2,0.044444444,45
San Mateo,6081605502,0,0,40
San Mateo,6081605600,0,0,24
San Mateo,6081605700,0,0,18
San Mateo,6081605800,1,0.035714286,28
San Mateo,6081605901,1,0.012048193,83
San Mateo,6081605902,2,0.017241379,116
San Mateo,6081606000,6,0.025641026,234
San Mateo,6081606100,8,0.043243243,185
San Mateo,6081606201,10,0.037735849,265
San Mateo,6081606202,14,0.074468085,188
San Mateo,6081606300,6,0.053097345,113
San Mateo,6081606400,1,0.011904762,84
San Mateo,6081606500,0,0,36
San Mateo,6081606600,0,0,70
San Mateo,6081606700,0,0,24
San Mateo,6081606800,1,0.034482759,29
San Mateo,6081606900,0,0,13
San Mateo,6081607000,1,0.019230769,52
San Mateo,6081607100,0,0,41
San Mateo,6081607200,9,0.036885246,244
San Mateo,6081607300,2,0.032258065,62
San Mateo,6081607400,3,0.035294118,85
San Mateo,6081607500,2,0.013605442,147
San Mateo,6081607600,0,0,99
San Mateo,6081607701,4,0.02919708,137
San Mateo,6081607702,5,0.058823529,85
San Mateo,6081607800,3,0.041666667,72
San Mateo,6081607900,0,0,30
San Mateo,6081608001,0,0,71
San Mateo,6081608002,0,0,40
San Mateo,6081608013,0,0,35
San Mateo,6081608023,0,0,9
San Mateo,6081608024,1,0.019230769,52
San Mateo,6081608025,4,0.029850746,134
San Mateo,6081608100,0,0,60
San Mateo,6081608200,0,0,49
San Mateo,6081608300,6,0.074074074,81
San Mateo,6081608400,4,0.02,200
San Mateo,6081608501,1,0.010309278,97
San Mateo,6081608502,0,0,29
San Mateo,6081608600,7,0.069306931,101
San Mateo,6081608700,0,0,90
San Mateo,6081608800,1,0.018181818,55
San Mateo,6081608900,1,0.0078125,128
San Mateo,6081609000,0,0,30
San Mateo,6081609100,0,0,46
San Mateo,6081609201,1,0.018181818,55
San Mateo,6081609202,1,0.013333333,75
San Mateo,6081609300,0,0,32
San Mateo,6081609400,0,0,27
San Mateo,6081609500,0,0,53
San Mateo,6081609601,0,0,33
San Mateo,6081609602,0,0,18
San Mateo,6081609603,1,0.016949153,59
San Mateo,6081609700,3,0.073170732,41
San Mateo,6081609800,0,0,49
San Mateo,6081609900,0,0,30
San Mateo,6081610000,2,0.021505376,93
San Mateo,6081610100,4,0.050632911,79
San Mateo,6081610201,13,0.043478261,299
San Mateo,6081610202,2,0.040816327,49
San Mateo,6081610203,13,0.076923077,169
San Mateo,6081610302,4,0.043010753,93
San Mateo,6081610303,2,0.023809524,84
San Mateo,6081610304,0,0,51
San Mateo,6081610400,10,0.035460993,282
San Mateo,6081610500,12,0.043010753,279
San Mateo,6081610601,8,0.024615385,325
San Mateo,6081610602,5,0.053191489,94
San Mateo,6081610700,10,0.05,200
San Mateo,6081610800,15,0.069444444,216
San Mateo,6081610901,2,0.016806723,119
San Mateo,6081610902,3,0.019230769,156
San Mateo,6081611000,1,0.005813953,172
San Mateo,6081611100,1,0.011235955,89
San Mateo,6081611200,0,0,55
San Mateo,6081611300,3,0.036144578,83
San Mateo,6081611400,0,0,27
San Mateo,6081611500,0,0,18
San Mateo,6081611600,1,0.027027027,37
San Mateo,6081611700,13,0.041139241,316
San Mateo,6081611800,13,0.045296167,287
San Mateo,6081611901,13,0.049618321,262
San Mateo,6081611902,9,0.023076923,390
San Mateo,6081612001,22,0.081784387,269
San Mateo,6081612002,14,0.056680162,247
San Mateo,6081612101,14,0.052238806,268
San Mateo,6081612102,8,0.031496063,254
San Mateo,6081612500,1,0.021276596,47
San Mateo,6081612600,0,0,68
San Mateo,6081612700,0,0,9
San Mateo,6081612800,0,0,9
San Mateo,6081612900,1,0.026315789,38
San Mateo,6081613000,0,0,35
San Mateo,6081613200,0,0,30
San Mateo,6081613300,0,0,13
San Mateo,6081613400,1,0.033333333,30
San Mateo,6081613501,8,0.062015504,129
San Mateo,6081613502,3,0.06,50
San Mateo,6081613600,6,0.058252427,103
San Mateo,6081613701,3,0.054545455,55
San Mateo,6081613702,6,0.049180328,122
San Mateo,6081613800,3,0.078947368,38
San Mateo,6081613900,1,0.012820513,78
San Mateo,6081614000,1,0.00990099,101
San Mateo,6081984300,0,0,0
Santa Barbara,6083000101,2,0.039215686,51
Santa Barbara,6083000102,0,0,36
Santa Barbara,6083000103,0,0,6
Santa Barbara,6083000201,0,0,12
Santa Barbara,6083000202,1,0.047619048,21
Santa Barbara,6083000301,4,0.076923077,52
Santa Barbara,6083000302,1,0.020408163,49
Santa Barbara,6083000400,1,0.024390244,41
Santa Barbara,6083000501,0,0,14
Santa Barbara,6083000502,1,0.047619048,21
Santa Barbara,6083000600,0,0,37
Santa Barbara,6083000700,0,0,68
Santa Barbara,6083000801,7,0.061946903,113
Santa Barbara,6083000805,0,0,4
Santa Barbara,6083000806,14,0.063063063,222
Santa Barbara,6083000900,2,0.054054054,37
Santa Barbara,6083001001,1,0.029411765,34
Santa Barbara,6083001002,4,0.129032258,31
Santa Barbara,6083001101,5,0.066666667,75
Santa Barbara,6083001102,1,0.012345679,81
Santa Barbara,6083001203,0,0,14
Santa Barbara,6083001206,1,0.009803922,102
Santa Barbara,6083001208,0,0,12
Santa Barbara,6083001306,0,0,10
Santa Barbara,6083001307,0,0,35
Santa Barbara,6083001308,0,0,32
Santa Barbara,6083001403,0,0,1
Santa Barbara,6083001404,0,0,3
Santa Barbara,6083001500,1,0.142857143,7
Santa Barbara,6083001601,2,0.013605442,147
Santa Barbara,6083001604,2,0.015037594,133
Santa Barbara,6083001704,5,0.033783784,148
Santa Barbara,6083001706,1,0.016666667,60
Santa Barbara,6083001800,2,0.041666667,48
Santa Barbara,6083001905,1,0.04,25
Santa Barbara,6083001907,0,0,4
Santa Barbara,6083001908,2,0.074074074,27
Santa Barbara,6083001909,0,0,38
Santa Barbara,6083001910,2,0.045454545,44
Santa Barbara,6083001911,3,0.073170732,41
Santa Barbara,6083001912,1,0.013157895,76
Santa Barbara,6083002005,1,0.003460208,289
Santa Barbara,6083002006,0,0,84
Santa Barbara,6083002008,5,0.014326648,349
Santa Barbara,6083002009,1,0.003984064,251
Santa Barbara,6083002010,2,0.009569378,209
Santa Barbara,6083002011,3,0.006410256,468
Santa Barbara,6083002012,3,0.019480519,154
Santa Barbara,6083002013,0,0,69
Santa Barbara,6083002014,5,0.013550136,369
Santa Barbara,6083002015,1,0.004854369,206
Santa Barbara,6083002101,14,0.024305556,576
Santa Barbara,6083002102,8,0.028571429,280
Santa Barbara,6083002103,8,0.011851852,675
Santa Barbara,6083002205,22,0.029931973,735
Santa Barbara,6083002206,17,0.025185185,675
Santa Barbara,6083002209,12,0.024948025,481
Santa Barbara,6083002210,9,0.015544041,579
Santa Barbara,6083002211,3,0.008287293,362
Santa Barbara,6083002303,22,0.021400778,1028
Santa Barbara,6083002304,35,0.030674847,1141
Santa Barbara,6083002307,10,0.019120459,523
Santa Barbara,6083002308,1,0.003968254,252
Santa Barbara,6083002309,8,0.013675214,585
Santa Barbara,6083002310,8,0.016260163,492
Santa Barbara,6083002405,13,0.019345238,672
Santa Barbara,6083002406,16,0.017057569,938
Santa Barbara,6083002407,21,0.02991453,702
Santa Barbara,6083002408,20,0.049382716,405
Santa Barbara,6083002409,13,0.014270033,911
Santa Barbara,6083002410,25,0.032133676,778
Santa Barbara,6083002503,2,0.010362694,193
Santa Barbara,6083002504,12,0.019354839,620
Santa Barbara,6083002703,7,0.036842105,190
Santa Barbara,6083002705,1,0.004081633,245
Santa Barbara,6083002706,12,0.025917927,463
Santa Barbara,6083002707,2,0.018181818,110
Santa Barbara,6083002708,2,0.026666667,75
Santa Barbara,6083002709,4,0.027972028,143
Santa Barbara,6083002710,13,0.034031414,382
Santa Barbara,6083002802,7,0.026923077,260
Santa Barbara,6083002806,1,0.011111111,90
Santa Barbara,6083002808,4,0.030769231,130
Santa Barbara,6083002809,3,0.021276596,141
Santa Barbara,6083002906,0,0,23
Santa Barbara,6083002907,0,0,9
Santa Barbara,6083002909,2,0.037037037,54
Santa Barbara,6083002913,0,0,19
Santa Barbara,6083002914,1,0.076923077,13
Santa Barbara,6083002924,0,0,8
Santa Barbara,6083002926,0,0,10
Santa Barbara,6083002932,0,0,14
Santa Barbara,6083002933,0,0,13
Santa Barbara,6083002934,0,0,29
Santa Barbara,6083002935,0,0,58
Santa Barbara,6083002936,0,0,10
Santa Barbara,6083002937,0,0,15
Santa Barbara,6083003001,2,0.015625,128
Santa Barbara,6083003004,1,0.019607843,51
Santa Barbara,6083003005,0,0,58
Santa Barbara,6083003007,0,0,8
Santa Barbara,6083003102,4,0.04,100
Santa Barbara,6083980000,0,0,0
Santa Barbara,6083980100,0,0,0
Santa Barbara,6083980200,0,0,1
Santa Barbara,6083980300,0,0,0
Santa Barbara,6083980400,0,0,1
Santa Barbara,6083980500,0,0,0
Santa Clara,6085500100,12,0.023076923,520
Santa Clara,6085500200,5,0.025906736,193
Santa Clara,6085500300,3,0.019354839,155
Santa Clara,6085500400,0,0,99
Santa Clara,6085500500,3,0.018518519,162
Santa Clara,6085500600,2,0.010309278,194
Santa Clara,6085500800,1,0.001587302,630
Santa Clara,6085500901,4,0.034782609,115
Santa Clara,6085500902,3,0.049180328,61
Santa Clara,6085501000,5,0.019455253,257
Santa Clara,6085501101,6,0.029268293,205
Santa Clara,6085501102,4,0.014440433,277
Santa Clara,6085501200,2,0.008368201,239
Santa Clara,6085501300,3,0.02970297,101
Santa Clara,6085501401,2,0.006896552,290
Santa Clara,6085501402,1,0.003759398,266
Santa Clara,6085501501,4,0.011142061,359
Santa Clara,6085501502,4,0.010752688,372
Santa Clara,6085501601,11,0.053658537,205
Santa Clara,6085501602,5,0.023809524,210
Santa Clara,6085501700,11,0.025581395,430
Santa Clara,6085501800,3,0.011811024,254
Santa Clara,6085501901,3,0.020833333,144
Santa Clara,6085501902,3,0.011811024,254
Santa Clara,6085502001,1,0.003703704,270
Santa Clara,6085502002,2,0.004662005,429
Santa Clara,6085502101,1,0.004854369,206
Santa Clara,6085502103,1,0.00297619,336
Santa Clara,6085502104,9,0.0625,144
Santa Clara,6085502202,0,0,95
Santa Clara,6085502203,0,0,173
Santa Clara,6085502204,8,0.028268551,283
Santa Clara,6085502301,0,0,113
Santa Clara,6085502302,0,0,124
Santa Clara,6085502400,1,0.004651163,215
Santa Clara,6085502500,0,0,165
Santa Clara,6085502601,0,0,40
Santa Clara,6085502603,2,0.037037037,54
Santa Clara,6085502604,0,0,168
Santa Clara,6085502701,1,0.006134969,163
Santa Clara,6085502703,4,0.037383178,107
Santa Clara,6085502704,0,0,89
Santa Clara,6085502800,0,0,90
Santa Clara,6085502901,1,0.005681818,176
Santa Clara,6085502902,0,0,173
Santa Clara,6085502903,2,0.015384615,130
Santa Clara,6085502906,7,0.05,140
Santa Clara,6085502907,1,0.016393443,61
Santa Clara,6085502908,3,0.013392857,224
Santa Clara,6085502909,1,0.004329004,231
Santa Clara,6085502910,0,0,146
Santa Clara,6085503001,1,0.00877193,114
Santa Clara,6085503002,0,0,120
Santa Clara,6085503003,1,0.007246377,138
Santa Clara,6085503105,2,0.013793103,145
Santa Clara,6085503110,3,0.006550218,458
Santa Clara,6085503111,0,0,334
Santa Clara,6085503112,6,0.021126761,284
Santa Clara,6085503113,3,0.007853403,382
Santa Clara,6085503116,5,0.017006803,294
Santa Clara,6085503117,0,0,266
Santa Clara,6085503118,7,0.015730337,445
Santa Clara,6085503121,6,0.016260163,369
Santa Clara,6085503122,3,0.013043478,230
Santa Clara,6085503123,2,0.01025641,195
Santa Clara,6085503124,4,0.014705882,272
